student_id,age,gender,department,attendance,previous_gpa,study_hours,assignment_score,ca_score,semester_result,performance_category
ST0334,19,Female,Accounting,58.8,1.95,5.6,62.5,67.8,46.9,Medium
ST0335,22,Female,Engineering,69.5,2.8,5.7,61.9,52.8,42.7,Medium
ST0336,17,Female,Economics,56.7,1.81,0.9,44.2,37.6,28.8,Low
ST0337,21,Male,Medicine,40.1,2.37,3.2,51.2,38.1,35.1,Low
ST0338,24,Male,Economics,69.8,3.21,1.4,56.9,51.1,71.6,Medium
ST0339,28,Female,Engineering,54.7,1.71,1.2,32.1,29.6,46.5,Low
ST0340,29,Female,Computer Science,61.0,2.73,5.5,65.0,61.6,48.8,Medium
ST0341,26,Female,Engineering,36.3,0.92,2.2,19.5,28.3,44.6,Low
ST0342,25,Female,Accounting,84.5,3.58,5.4,78.4,76.4,79.2,High
ST0343,28,Male,Economics,66.0,2.93,6.3,67.8,55.9,60.8,Medium
ST0344,21,Female,Business Admin,74.3,2.39,4.6,10.1,39.2,34.1,Low
ST0345,22,Female,Engineering,91.2,3.06,9.8,75.8,76.0,81.5,High
ST0346,29,Female,Law,72.8,3.22,3.1,61.2,68.9,61.6,Medium
ST0347,26,Male,Business Admin,47.1,1.59,2.9,38.2,51.5,42.4,Low
ST0348,17,Female,Business Admin,80.8,3.88,6.2,91.8,82.6,76.7,High
ST0349,23,Female,Business Admin,79.6,3.0,7.7,75.2,63.5,49.3,Medium
ST0350,21,Female,Engineering,83.7,3.58,11.2,78.3,77.0,92.8,High
ST0351,22,Female,Business Admin,79.8,2.78,2.2,72.4,52.5,58.4,Medium
ST0352,24,Male,Accounting,25.7,1.73,3.7,55.2,26.1,49.0,Low
ST0353,23,Male,Engineering,85.4,3.63,11.0,84.1,79.0,85.7,High
ST0354,22,Male,Business Admin,82.0,3.01,4.1,46.9,63.1,42.2,Medium
ST0355,29,Female,Accounting,49.2,1.93,2.2,61.6,57.5,53.6,Low
ST0356,23,Female,Economics,96.9,3.84,10.3,85.2,76.8,68.0,High
ST0357,17,Female,Medicine,52.9,1.37,1.8,37.4,37.3,43.9,Low
ST0358,18,Female,Law,95.8,3.94,9.6,87.3,87.9,69.2,High
ST0359,26,Female,Engineering,43.7,2.0,0.0,42.1,49.8,18.2,Low
ST0360,20,Female,Computer Science,74.1,2.58,6.1,72.2,66.5,58.0,Medium
ST0361,29,Female,Computer Science,46.3,1.87,3.0,48.3,44.6,22.6,Low
ST0362,17,Female,Business Admin,60.0,1.52,2.7,36.6,15.5,49.2,Low
ST0363,20,Male,Medicine,55.3,2.68,4.6,64.7,46.7,63.4,Medium
ST0364,23,Male,Engineering,88.7,3.19,7.5,81.6,75.8,86.2,High
ST0365,20,Male,Medicine,80.2,3.61,6.2,64.2,85.8,82.0,High
ST0366,28,Female,Accounting,83.0,3.45,8.4,74.8,74.3,72.5,High
ST0367,27,Female,Engineering,76.2,1.69,4.5,51.1,49.5,52.7,Medium
ST0368,20,Female,Accounting,61.1,3.12,4.6,63.4,61.3,58.9,Medium
ST0369,18,Male,Computer Science,63.1,2.86,6.4,61.2,55.2,80.9,Medium
ST0370,17,Female,Economics,58.6,2.36,6.3,72.4,56.1,39.5,Medium
ST0371,17,Female,Law,86.7,3.66,9.2,77.5,78.8,72.0,High
ST0372,18,Male,Business Admin,88.8,3.55,8.0,80.6,81.3,91.8,High
ST0373,19,Male,Medicine,65.4,2.48,4.6,53.9,64.7,35.0,Medium
ST0374,26,Female,Economics,84.6,3.15,3.6,69.6,58.3,38.7,Medium
ST0375,22,Female,Engineering,88.0,4.0,9.4,73.9,87.7,80.9,High
ST0376,18,Male,Law,62.2,3.13,4.4,62.8,46.6,66.6,Medium
ST0377,19,Male,Engineering,72.7,1.99,7.9,56.9,60.6,54.9,Medium
ST0378,21,Female,Engineering,80.3,3.14,2.7,57.8,52.0,38.2,Medium
ST0379,21,Female,Economics,100.0,3.78,9.1,78.2,80.9,76.0,High
ST0380,18,Male,Economics,72.7,3.5,2.9,60.3,67.1,54.0,Medium
ST0381,22,Male,Engineering,100.0,3.8,7.6,83.6,74.4,71.6,High
ST0382,29,Male,Engineering,94.2,3.02,2.9,63.2,52.0,55.5,Medium
ST0383,18,Male,Business Admin,82.5,3.81,8.4,72.7,81.6,81.2,High
ST0384,20,Female,Business Admin,78.1,3.89,7.2,83.6,69.9,83.9,High
ST0385,27,Female,Education,88.2,3.32,8.9,79.2,81.4,66.0,High
ST0386,19,Male,Accounting,56.8,2.41,1.7,47.8,41.7,30.7,Low
ST0387,22,Female,Computer Science,74.9,2.78,7.6,69.9,67.9,60.6,Medium
ST0388,23,Female,Economics,72.6,2.34,7.4,73.0,48.6,51.6,Medium
ST0389,23,Female,Law,92.0,3.61,9.5,71.7,83.1,77.2,High
ST0390,26,Male,Law,72.3,2.94,1.6,62.2,61.2,52.5,Medium
ST0391,26,Male,Computer Science,55.4,2.17,2.8,52.2,42.1,32.3,Low
ST0392,19,Male,Law,73.5,3.33,4.3,66.5,52.5,59.9,Medium
ST0393,17,Male,Engineering,56.3,3.03,6.2,63.7,66.7,49.7,Medium
ST0394,28,Male,Engineering,82.2,3.02,3.2,51.6,61.1,59.8,Medium
ST0395,26,Female,Computer Science,72.3,2.75,3.8,64.9,50.8,46.4,Medium
ST0396,17,Male,Law,58.9,2.07,3.0,60.7,71.5,56.5,Medium
ST0397,23,Male,Engineering,88.2,3.82,9.1,87.1,88.6,75.4,High
ST0398,17,Female,Education,97.7,3.59,8.3,91.3,79.2,61.3,High
ST0399,29,Male,Computer Science,71.3,3.38,3.5,58.9,51.2,52.8,Medium
ST0400,18,Male,Economics,51.4,1.83,5.2,62.0,29.0,13.5,Low
ST0401,29,Male,Medicine,81.1,3.36,12.2,79.9,85.3,70.6,High
ST0402,22,Male,Accounting,43.9,2.48,0.0,43.6,33.7,43.0,Low
ST0403,18,Male,Law,62.6,3.26,4.9,48.7,66.8,56.0,Medium
ST0404,23,Male,Accounting,64.1,2.5,1.4,41.7,38.6,55.9,Low
ST0405,18,Male,Business Admin,42.0,1.18,2.4,59.2,35.6,27.4,Low
ST0406,23,Male,Education,70.4,3.36,3.4,59.1,63.0,61.9,Medium
ST0407,24,Male,Accounting,100.0,3.53,9.2,86.9,74.9,78.5,High
ST0408,19,Male,Engineering,59.8,1.51,3.2,39.8,21.1,35.1,Low
ST0409,23,Male,Economics,85.0,3.04,7.3,70.7,65.2,84.3,High
ST0410,17,Female,Medicine,65.2,3.19,7.0,75.7,51.5,62.8,Medium
ST0411,18,Female,Economics,64.3,3.44,5.5,68.4,51.8,45.8,Medium
ST0412,24,Male,Accounting,79.5,3.6,5.6,73.0,85.4,82.8,High
ST0413,22,Female,Business Admin,60.3,2.11,4.1,73.9,60.5,35.8,Medium
ST0414,23,Male,Engineering,68.7,3.61,7.0,67.3,92.8,69.5,High
ST0415,23,Male,Economics,88.0,4.0,6.6,79.5,81.0,71.0,High
ST0416,17,Female,Business Admin,64.4,2.66,4.1,61.0,62.4,63.9,Medium
ST0417,29,Female,Engineering,70.2,2.88,5.8,62.0,57.1,52.1,Medium
ST0418,28,Female,Law,100.0,3.96,6.5,88.3,88.2,74.8,High
ST0419,24,Female,Engineering,87.3,2.95,3.2,68.7,70.6,60.0,Medium
ST0420,22,Female,Economics,96.5,3.34,11.0,72.3,72.6,89.6,High
ST0421,18,Female,Medicine,88.4,3.55,9.5,72.3,77.4,78.0,High
ST0422,26,Female,Engineering,89.6,2.75,2.8,49.1,62.7,44.5,Medium
ST0423,25,Female,Business Admin,83.4,3.21,3.7,59.9,44.0,37.6,Medium
ST0424,24,Male,Economics,79.8,2.95,2.1,54.9,51.4,56.3,Medium
ST0425,23,Male,Economics,90.8,3.67,7.5,84.4,89.0,89.4,High
ST0426,26,Female,Computer Science,69.6,3.21,2.9,71.1,57.1,72.9,Medium
ST0427,29,Male,Medicine,86.1,3.76,10.0,78.8,80.7,85.2,High
ST0428,24,Female,Education,79.7,3.47,11.6,82.1,70.1,88.0,High
ST0429,19,Female,Accounting,93.8,3.76,10.4,100.0,97.5,72.5,High
ST0430,26,Male,Education,92.0,3.09,8.7,75.5,86.6,86.6,High
ST0431,29,Female,Economics,27.1,1.89,3.7,37.8,46.7,42.2,Low
ST0432,28,Male,Accounting,78.3,3.26,10.4,82.2,78.9,74.6,High
ST0433,26,Female,Medicine,48.0,1.23,3.1,37.5,38.4,57.3,Low
ST0434,24,Male,Law,60.2,2.71,6.2,46.4,62.0,59.0,Medium
ST0435,22,Male,Business Admin,75.3,3.39,3.0,63.4,60.8,47.3,Medium
ST0436,18,Female,Computer Science,61.0,3.03,2.8,81.6,67.6,42.4,Medium
ST0437,20,Male,Medicine,72.0,2.59,3.7,63.5,50.7,65.6,Medium
ST0438,27,Male,Business Admin,79.0,2.94,5.0,68.6,67.9,62.5,Medium
ST0439,17,Male,Education,48.8,1.16,2.3,56.9,53.0,46.9,Low
ST0440,24,Male,Medicine,80.4,3.17,2.1,75.3,64.0,57.2,Medium
ST0441,17,Male,Law,78.1,3.03,10.5,94.4,74.1,64.7,High
ST0442,27,Male,Business Admin,68.7,2.43,3.7,68.1,59.5,49.7,Medium
ST0443,23,Male,Law,77.9,3.07,4.3,63.4,65.2,62.3,Medium
ST0444,23,Male,Computer Science,77.8,2.62,4.1,56.4,66.3,51.8,Medium
ST0445,27,Female,Law,63.1,2.35,1.7,32.1,33.2,44.4,Low
ST0446,25,Female,Medicine,88.0,3.93,9.3,79.8,82.6,78.7,High
ST0447,27,Male,Law,76.1,2.81,7.1,74.1,68.0,49.5,Medium
ST0448,29,Male,Accounting,29.5,1.83,2.7,19.0,40.8,49.5,Low
ST0449,26,Female,Medicine,79.9,3.77,8.8,82.6,69.7,88.1,High
ST0450,19,Female,Computer Science,36.9,1.81,2.3,40.7,46.0,35.7,Low
ST0451,25,Male,Economics,17.4,1.94,3.9,28.9,26.2,27.9,Low
ST0452,24,Female,Computer Science,81.1,3.41,1.0,58.2,63.0,60.0,Medium
ST0453,23,Female,Engineering,20.9,2.5,3.1,33.1,40.1,40.9,Low
ST0454,26,Male,Economics,66.0,2.86,5.7,82.2,69.6,75.4,Medium
ST0455,28,Male,Medicine,69.8,2.43,10.9,51.3,55.7,62.2,Medium
ST0456,26,Male,Computer Science,100.0,3.75,6.9,79.9,82.5,94.5,High
ST0457,22,Female,Accounting,73.8,3.14,4.8,53.6,67.5,64.5,Medium
ST0458,18,Male,Computer Science,74.2,3.59,7.3,86.8,78.7,85.5,High
ST0459,27,Female,Economics,83.6,3.4,5.9,78.0,73.5,74.8,High
ST0460,22,Male,Computer Science,72.2,3.38,9.9,84.3,73.9,87.4,High
ST0461,24,Female,Engineering,68.4,2.45,3.8,69.3,63.6,67.7,Medium
ST0462,26,Male,Engineering,100.0,3.71,10.0,79.0,88.9,69.3,High
ST0463,26,Female,Economics,92.9,2.98,10.4,73.4,82.2,88.9,High
ST0464,19,Female,Economics,75.6,4.0,11.2,79.7,74.8,84.7,High
ST0465,23,Male,Economics,71.8,1.95,2.1,58.8,64.8,50.0,Medium
ST0466,17,Female,Accounting,69.3,3.29,3.4,63.9,53.4,55.4,Medium
ST0467,25,Male,Law,75.9,3.53,8.6,86.3,81.8,68.4,High
ST0468,19,Male,Computer Science,82.8,2.88,5.4,61.9,54.8,60.2,Medium
ST0469,17,Male,Education,88.4,3.3,6.6,84.6,74.2,77.5,High
ST0470,21,Female,Education,75.0,2.5,5.6,45.2,27.2,26.0,Low
ST0471,17,Male,Computer Science,89.0,3.44,8.1,85.1,71.6,80.1,High
ST0472,26,Male,Computer Science,56.6,3.07,7.7,57.1,40.0,72.3,Medium
ST0473,19,Female,Economics,75.2,2.53,3.2,53.4,78.6,69.6,Medium
ST0474,17,Female,Economics,93.1,3.84,5.3,75.5,88.6,72.3,High
ST0475,27,Female,Education,38.8,1.87,2.6,48.9,65.0,11.0,Low
ST0476,18,Male,Law,59.3,1.62,1.1,32.6,27.1,58.2,Low
ST0477,27,Female,Law,57.6,1.81,0.1,20.8,41.7,29.4,Low
ST0478,23,Male,Law,71.1,2.23,2.1,60.2,49.4,32.3,Low
ST0479,22,Male,Business Admin,82.6,2.68,1.0,50.2,68.7,74.1,Medium
ST0480,20,Male,Law,57.8,3.37,5.9,58.7,54.3,64.7,Medium
ST0481,22,Male,Business Admin,38.3,1.35,1.3,31.7,57.4,32.0,Low
ST0482,25,Male,Medicine,77.3,3.51,10.2,76.6,87.0,71.8,High
ST0483,19,Male,Medicine,78.8,2.78,3.0,58.0,35.0,65.8,Medium
ST0484,22,Male,Computer Science,50.0,0.7,0.0,34.9,22.2,47.5,Low
ST0485,28,Female,Accounting,46.1,2.5,0.1,58.3,47.4,51.9,Low
ST0486,29,Male,Medicine,55.6,2.03,2.4,36.7,39.6,50.4,Low
ST0487,24,Female,Law,81.8,2.41,5.8,71.0,47.6,58.4,Medium
ST0488,29,Male,Accounting,53.1,1.6,4.1,32.5,47.5,18.1,Low
ST0489,24,Male,Law,100.0,3.71,8.3,78.0,78.6,91.1,High
ST0490,19,Male,Education,46.2,2.45,4.9,45.4,39.0,38.4,Low
ST0491,23,Male,Engineering,89.1,3.73,7.6,78.9,76.7,86.2,High
ST0492,25,Male,Economics,65.7,2.86,7.4,39.5,75.8,53.9,Medium
ST0493,25,Female,Education,60.8,1.93,2.4,43.5,30.4,16.9,Low
ST0494,17,Male,Business Admin,42.6,1.51,4.7,50.3,35.0,46.1,Low
ST0495,23,Male,Medicine,56.0,2.27,3.2,77.5,70.0,53.4,Medium
ST0496,29,Female,Law,90.9,3.26,10.5,75.2,86.4,74.6,High
ST0497,18,Female,Economics,89.4,3.5,10.5,71.3,88.9,76.9,High
ST0498,25,Female,Economics,92.4,2.99,4.0,75.3,50.3,62.1,Medium
ST0499,18,Female,Engineering,96.4,3.59,10.5,82.4,65.3,55.0,High
ST0500,23,Male,Economics,56.8,1.77,5.0,42.8,32.6,42.0,Low
ST0501,21,Male,Computer Science,59.8,2.8,4.0,50.8,79.8,47.2,Medium
ST0502,22,Male,Computer Science,89.6,3.91,7.0,63.4,85.4,98.0,High
ST0503,21,Female,Engineering,71.9,2.88,4.4,77.9,59.2,56.1,Medium
ST0504,26,Female,Accounting,36.6,2.34,1.1,28.3,63.2,35.9,Low
ST0505,28,Female,Computer Science,80.9,3.81,9.6,76.7,83.5,73.9,High
ST0506,17,Male,Computer Science,74.7,2.65,8.0,61.6,52.1,59.6,Medium
ST0507,23,Male,Engineering,36.5,1.86,2.5,42.3,53.6,65.0,Low
ST0508,24,Female,Education,78.7,3.27,10.1,51.9,61.3,53.2,Medium
ST0509,27,Male,Education,75.0,1.4,1.5,42.8,47.4,31.3,Low
ST0510,25,Female,Law,79.6,2.1,3.8,77.7,74.5,67.4,Medium
ST0511,19,Female,Engineering,50.4,2.46,0.7,30.3,50.1,37.5,Low
ST0512,29,Male,Medicine,87.6,3.32,9.0,70.2,76.1,66.5,High
ST0513,22,Female,Economics,74.2,4.0,14.0,82.4,74.9,100.0,High
ST0514,26,Male,Computer Science,73.8,3.34,5.7,57.0,50.5,54.6,Medium
ST0515,29,Male,Education,83.5,3.15,11.5,78.0,69.9,76.7,High
ST0516,28,Male,Education,48.7,2.0,2.0,36.8,37.3,43.1,Low
ST0517,17,Male,Medicine,78.2,2.63,9.4,76.9,67.6,38.6,Medium
ST0518,25,Male,Economics,92.8,3.5,7.0,79.1,73.1,82.1,High
ST0519,25,Female,Engineering,88.2,3.13,10.5,46.5,54.9,48.6,Medium
ST0520,22,Male,Economics,73.9,3.05,2.1,55.8,70.0,52.5,Medium
ST0521,26,Female,Engineering,85.7,3.65,8.9,77.1,87.5,77.0,High
ST0522,25,Male,Computer Science,74.1,2.58,8.0,58.1,60.7,68.3,Medium
ST0523,26,Female,Computer Science,52.3,3.07,5.1,67.4,61.8,52.4,Medium
ST0524,28,Female,Business Admin,77.7,3.99,6.1,89.2,91.9,69.1,High
ST0525,27,Male,Education,70.3,3.5,2.8,58.9,75.0,54.8,Medium
ST0526,28,Female,Education,62.6,2.91,6.6,58.1,65.5,44.2,Medium
ST0527,25,Male,Business Admin,59.1,2.28,0.2,48.7,40.0,27.4,Low
ST0528,20,Female,Accounting,25.8,2.04,3.3,24.7,46.1,38.6,Low
ST0529,19,Female,Education,95.0,1.84,4.3,45.0,78.5,55.4,Medium
ST0530,17,Female,Business Admin,51.9,1.6,0.1,42.0,42.5,46.3,Low
ST0531,27,Female,Medicine,71.3,3.28,4.8,38.6,47.1,61.3,Medium
ST0532,29,Female,Computer Science,65.4,2.12,2.9,53.1,55.7,47.5,Medium
ST0533,17,Female,Business Admin,72.2,3.5,6.1,66.5,78.6,70.5,Medium
ST0534,28,Female,Economics,44.8,1.06,1.8,40.4,39.9,54.3,Low
ST0535,21,Female,Business Admin,79.2,3.85,9.4,78.6,64.8,89.6,High
ST0536,21,Female,Business Admin,56.3,1.3,0.0,14.5,46.7,31.5,Low
ST0537,26,Female,Medicine,62.8,2.57,5.5,57.3,66.1,48.2,Medium
ST0538,18,Male,Economics,25.3,1.64,1.5,32.4,52.9,52.7,Low
ST0539,26,Female,Computer Science,66.3,2.56,3.7,55.0,53.5,54.1,Medium
ST0540,21,Female,Accounting,75.6,2.44,7.5,52.2,43.8,61.8,Medium
ST0541,29,Male,Education,48.0,3.36,6.3,47.0,45.2,74.7,Medium
ST0542,17,Female,Business Admin,49.3,2.66,4.5,69.2,46.0,42.8,Medium
ST0543,26,Male,Computer Science,75.4,3.92,9.1,90.7,79.4,57.8,High
ST0544,29,Female,Computer Science,50.2,2.43,0.7,35.3,35.9,3.2,Low
ST0545,17,Female,Medicine,91.4,3.84,7.9,75.8,83.8,67.4,High
ST0546,26,Female,Medicine,70.9,3.02,6.0,62.1,68.8,51.3,Medium
ST0547,24,Male,Accounting,92.1,3.5,6.4,84.1,79.7,65.7,High
ST0548,26,Male,Business Admin,26.6,1.82,4.4,43.9,30.0,51.0,Low
ST0549,21,Male,Accounting,60.2,2.34,3.1,34.3,18.4,31.7,Low
ST0550,21,Male,Computer Science,70.5,2.33,3.9,61.9,64.9,53.4,Medium
ST0551,25,Male,Education,75.3,2.98,8.1,56.9,59.5,63.5,Medium
ST0552,21,Male,Computer Science,41.5,2.01,2.0,65.0,39.2,51.9,Low
ST0553,23,Female,Accounting,75.6,3.67,11.5,84.3,80.6,75.7,High
ST0554,20,Female,Education,55.8,2.36,3.9,69.8,55.5,60.6,Medium
ST0555,27,Female,Economics,79.7,3.92,6.2,78.4,79.8,84.1,High
ST0556,18,Female,Computer Science,69.0,1.49,3.8,52.2,9.2,35.4,Low
ST0557,17,Female,Law,92.0,3.83,10.9,72.2,82.5,68.1,High
ST0558,25,Female,Education,79.8,3.77,6.0,91.1,74.7,69.8,High
ST0559,24,Female,Medicine,85.4,3.12,11.3,75.3,79.5,81.6,High
ST0560,18,Male,Business Admin,91.8,3.34,13.4,83.6,78.8,85.7,High
ST0561,23,Female,Engineering,75.0,1.76,1.5,41.4,50.9,19.9,Low
ST0562,23,Male,Computer Science,52.3,2.57,1.7,57.8,65.0,49.1,Medium
ST0563,29,Male,Education,80.6,2.12,6.6,70.2,69.5,70.2,Medium
ST0564,21,Female,Economics,88.9,3.48,9.0,94.3,69.2,71.1,High
ST0565,17,Female,Law,99.7,3.46,8.0,74.3,86.0,78.2,High
ST0566,23,Male,Business Admin,74.7,2.74,5.6,49.8,76.4,61.8,Medium
ST0567,25,Male,Law,60.7,2.36,4.3,67.3,66.6,59.4,Medium
ST0568,20,Male,Education,79.4,3.99,10.5,92.2,76.4,76.9,High
ST0569,21,Male,Education,74.3,3.43,2.4,55.4,52.3,57.1,Medium
ST0570,24,Male,Accounting,50.4,2.29,2.1,43.6,42.8,40.9,Low
ST0571,27,Female,Economics,93.6,3.56,12.3,100.0,85.6,79.8,High
ST0572,25,Male,Medicine,89.4,3.38,10.0,76.2,77.2,63.0,High
ST0573,28,Male,Engineering,41.6,2.43,0.6,45.4,28.9,42.6,Low
ST0574,28,Female,Accounting,63.5,3.15,5.9,49.7,58.0,50.3,Medium
ST0575,29,Female,Law,57.6,3.13,3.4,59.5,60.3,76.2,Medium
ST0576,24,Male,Medicine,78.6,3.23,9.1,82.2,57.3,87.3,High
ST0577,19,Female,Computer Science,70.9,3.56,11.7,99.7,77.1,66.5,High
ST0578,18,Male,Business Admin,84.1,3.42,7.6,79.2,82.5,73.5,High
ST0579,27,Male,Computer Science,67.2,2.21,4.2,85.0,38.6,51.7,Medium
ST0580,22,Male,Education,83.4,3.66,9.9,83.1,94.3,80.7,High
ST0581,19,Female,Education,71.7,3.24,7.0,80.0,96.6,80.9,High
ST0582,24,Female,Economics,87.2,3.97,6.1,78.1,74.9,81.2,High
ST0583,19,Male,Engineering,57.8,1.72,2.5,29.9,46.1,32.0,Low
ST0584,26,Male,Medicine,29.0,2.5,3.2,44.0,18.5,29.6,Low
ST0585,23,Female,Business Admin,74.5,3.21,8.4,71.7,91.0,82.0,High
ST0586,22,Male,Business Admin,81.7,2.92,4.9,59.0,54.6,44.6,Medium
ST0587,18,Male,Economics,52.3,1.44,1.6,65.0,29.3,55.4,Low
ST0588,23,Female,Computer Science,84.4,2.91,4.3,60.1,58.5,76.6,Medium
ST0589,28,Male,Law,76.1,3.07,5.6,74.8,85.6,84.1,High
ST0590,19,Male,Accounting,74.9,2.65,4.6,37.1,57.8,67.7,Medium
ST0591,22,Male,Business Admin,42.9,2.08,1.7,28.7,54.0,49.1,Low
ST0592,28,Male,Education,64.4,1.18,2.4,30.1,27.1,52.1,Low
ST0593,24,Male,Education,40.2,1.83,4.9,50.1,32.5,33.5,Low
ST0594,20,Male,Medicine,59.7,3.32,7.0,68.9,68.0,50.3,Medium
ST0595,25,Female,Engineering,80.9,3.44,4.6,58.5,57.6,64.7,Medium
ST0596,26,Male,Law,94.6,3.41,11.8,87.1,65.1,73.9,High
ST0597,18,Female,Engineering,86.3,2.71,5.9,71.9,52.5,48.9,Medium
ST0598,26,Male,Computer Science,81.0,3.4,10.8,81.2,82.5,73.6,High
ST0599,27,Male,Education,73.3,3.11,7.6,55.1,68.6,47.2,Medium
ST0600,22,Male,Law,92.7,2.49,6.4,51.1,58.5,73.5,Medium
ST0601,18,Female,Law,82.7,3.37,10.9,68.0,93.1,75.6,High
ST0602,25,Female,Education,92.9,3.76,9.3,77.2,89.9,73.9,High
ST0603,26,Male,Accounting,82.2,3.86,9.3,92.9,79.5,72.8,High
ST0604,22,Male,Computer Science,74.7,2.62,3.8,70.3,78.3,55.5,Medium
ST0605,21,Male,Medicine,77.1,2.9,7.4,68.7,49.0,53.1,Medium
ST0606,17,Female,Law,52.1,2.29,4.0,67.6,54.8,54.3,Medium
ST0607,25,Male,Computer Science,78.2,3.32,12.4,85.2,86.1,78.5,High
ST0608,22,Male,Medicine,79.3,3.14,4.7,71.6,35.3,66.9,Medium
ST0609,19,Male,Law,44.2,1.24,2.5,22.0,33.2,28.3,Low
ST0610,27,Female,Accounting,67.1,2.93,6.5,55.9,54.1,71.7,Medium
ST0611,22,Female,Computer Science,51.0,2.15,2.8,25.6,28.9,42.5,Low
ST0612,18,Female,Law,71.5,3.54,7.3,90.9,82.8,87.5,High
ST0613,21,Male,Medicine,56.0,1.49,1.5,46.1,44.3,54.0,Low
ST0614,26,Male,Law,67.6,2.87,5.9,61.0,42.0,61.3,Medium
ST0615,19,Female,Medicine,59.2,3.39,6.0,59.7,48.6,49.8,Medium
ST0616,21,Male,Computer Science,45.4,2.15,0.8,58.0,54.2,32.4,Low
ST0617,19,Female,Computer Science,65.7,1.75,2.0,48.6,61.4,54.7,Medium
ST0618,24,Male,Business Admin,77.1,3.01,1.2,60.7,46.2,67.0,Medium
ST0619,21,Male,Engineering,81.9,3.46,4.5,84.7,77.8,85.8,High
ST0620,22,Male,Computer Science,75.9,3.3,6.6,90.0,74.4,79.0,High
ST0621,20,Female,Economics,50.0,2.2,0.2,49.7,27.8,32.2,Low
ST0622,28,Female,Law,88.3,3.51,9.3,63.0,65.4,82.9,High
ST0623,22,Male,Medicine,69.6,2.92,6.4,41.7,51.1,54.7,Medium
ST0624,27,Female,Education,69.7,2.24,5.8,75.2,61.1,48.9,Medium
ST0625,22,Female,Business Admin,39.7,2.09,3.5,54.2,37.2,33.7,Low
ST0626,24,Male,Business Admin,57.3,1.21,3.6,36.9,53.2,43.9,Low
ST0627,23,Male,Law,78.2,4.0,12.1,89.1,73.9,75.6,High
ST0628,29,Male,Accounting,88.9,2.86,1.0,65.4,56.5,57.3,Medium
ST0629,29,Female,Law,68.3,3.12,7.2,64.8,56.6,57.6,Medium
ST0630,22,Male,Medicine,92.6,3.74,12.1,92.0,74.5,84.6,High
ST0631,25,Female,Medicine,99.7,3.74,10.0,92.1,78.6,83.2,High
ST0632,24,Female,Medicine,45.6,1.37,4.7,44.4,45.7,25.0,Low
ST0633,24,Male,Engineering,48.7,1.27,2.3,27.6,19.3,29.2,Low
ST0634,27,Female,Engineering,67.9,2.5,2.9,44.6,36.3,27.2,Low
ST0635,25,Female,Economics,35.4,2.01,0.3,28.4,30.2,38.5,Low
ST0636,28,Female,Accounting,85.1,3.45,11.1,59.2,77.5,90.4,High
ST0637,27,Male,Accounting,27.6,1.28,2.8,58.6,24.3,33.3,Low
ST0638,28,Female,Medicine,92.2,2.8,10.0,74.0,76.4,83.2,High
ST0639,27,Female,Economics,63.6,1.05,2.3,30.5,49.0,46.2,Low
ST0640,26,Male,Law,83.3,2.74,5.0,68.0,61.4,65.1,Medium
ST0641,20,Female,Economics,72.6,2.15,3.2,40.7,49.1,56.6,Medium
ST0642,22,Male,Medicine,87.1,2.96,5.5,50.6,51.8,50.5,Medium
ST0643,27,Female,Accounting,81.1,2.37,1.0,61.1,54.3,47.5,Medium
ST0644,24,Male,Computer Science,41.8,1.57,0.5,61.6,44.6,26.8,Low
ST0645,24,Female,Engineering,78.6,3.23,5.7,55.1,66.5,57.1,Medium
ST0646,23,Female,Law,76.7,2.75,5.5,61.1,57.2,62.8,Medium
ST0647,29,Female,Business Admin,47.1,1.11,0.0,42.2,32.6,17.3,Low
ST0648,20,Female,Medicine,84.0,3.67,11.6,92.3,81.2,77.3,High
ST0649,17,Male,Computer Science,91.1,3.44,8.2,87.6,73.5,63.3,High
ST0650,22,Male,Law,73.6,3.23,6.4,63.8,72.5,68.8,Medium
ST0651,19,Male,Law,74.9,2.77,7.3,60.5,55.0,35.0,Medium
ST0652,24,Male,Medicine,87.7,3.22,10.2,90.9,79.8,70.1,High
ST0653,28,Male,Medicine,71.0,1.2,0.0,19.6,24.4,41.0,Low
ST0654,23,Male,Medicine,64.5,2.17,0.0,51.8,44.1,44.3,Low
ST0655,25,Male,Accounting,45.2,1.81,0.0,50.4,26.0,27.6,Low
ST0656,28,Male,Education,44.0,2.37,2.0,30.1,25.9,30.5,Low
ST0657,28,Male,Business Admin,67.3,2.6,3.2,50.1,47.2,67.9,Medium
ST0658,19,Female,Business Admin,44.0,1.74,2.6,34.2,40.2,55.0,Low
ST0659,26,Female,Engineering,78.4,3.4,2.5,45.0,60.0,57.0,Medium
ST0660,25,Male,Law,51.6,2.42,1.0,42.5,23.4,37.5,Low
ST0661,29,Female,Business Admin,100.0,3.05,8.6,88.6,97.8,79.4,High
ST0662,26,Male,Business Admin,54.8,1.92,3.6,45.2,31.1,51.4,Low
ST0663,27,Female,Accounting,32.9,1.8,2.2,51.5,45.7,39.0,Low
ST0664,24,Male,Accounting,77.7,3.15,11.6,64.0,78.4,100.0,High
ST0665,18,Male,Law,74.5,4.0,11.4,87.5,80.0,82.6,High
ST0666,19,Male,Medicine,63.5,1.87,2.8,38.5,43.5,37.8,Low
ST0667,17,Female,Law,50.9,1.91,6.0,49.6,65.0,37.9,Low
